id,hari,tanggal,bulan,tahun,judul,kota,deteksi_kendaraan,model_kendaraan,kondisi
6267997,Jumat,2,9,2022.0,KNKT Ungkap Truk Maut di Bekasi Tak Ada Masalah Rem,Bekasi,truk,sedan,"tewas, selamat"
6267923,Kamis,1,9,2022.0,"115 Orang Tewas Kecelakaan di Bantul Selama 2022, Waspadai Black Spot Berikut",Bantul,bus,,tewas
6267894,Kamis,1,9,2022.0,"KNKT: Sopir Truk Maut Bekasi Tak Ngantuk, Perseneling Gigi 7 Saat Turunan",Jakarta,truk,sedan,"tewas, selamat"
6267854,Kamis,1,9,2022.0,KNKT Ungkap Truk Kecelakaan Maut Bekasi Layak Jalan-Tak Ada Masalah Rem,Jakarta,truk,sedan,"tewas, selamat"
6267163,Kamis,1,9,2022.0,Jurit Malam: Menapaki 'Angker' dan Sepinya Kawasan Baksil Bandung,Bandung,bus,sedan,
6267780,Kamis,1,9,2022.0,"Pikap Tabrak Mobil di Tol Jagorawi Arah Jakarta, Sopir Luka Berat",Jakarta,"mobil, motor, truk",pikap,
6267360,Kamis,1,9,2022.0,Sopir Truk Trailer Kecelakaan Maut di Bekasi Terancam 6 Tahun Penjara,Bekasi,truk,,tewas
6267324,Kamis,1,9,2022.0,"Perbaikan Tutup Got Underpass Sholis Belum Sempurna, Kerusakan Bertambah",Jakarta,"mobil, motor",,
6267028,Kamis,1,9,2022.0,"Kecelakaan Maut di Bekasi, Ridwan Kamil Minta Jam Operasional Truk Dievaluasi",Jakarta,truk,sedan,"tewas, selamat"
6266808,Kamis,1,9,2022.0,"Pria Bersajam Ngamuk di Jalanan Kuta Bali, Pemotor Ditusuk",Badung,motor,,
6266752,Kamis,1,9,2022.0,RK Akan Bangun JPO-Pindah Gerbang SD Imbas Kecelakaan Maut Bekasi,Bekasi,truk,,tewas
6266702,Kamis,1,9,2022.0,"Kecelakaan Maut di Bekasi, Saatnya Jam Operasional Truk Dibatasi",Jakarta,"motor, truk","kontainer, sedan","tewas, selamat"
6266670,Kamis,1,9,2022.0,Kecelakaan Truk dan Sistem Logistik yang Salah,Jakarta,"motor, truk, bus",sedan,
6266581,Kamis,1,9,2022.0,"Pria Berpakaian Adat Ngamuk Bawa Sajam di Kuta Utara, Pemotor Ditusuk!",Badung,motor,sedan,
6266448,Kamis,1,9,2022.0,"Kecelakaan Truk Trailer Tewaskan 10 Orang di Bekasi, Begini Kronologinya",Bekasi,"mobil, motor, truk","sedan, pikap","tewas, selamat"
6266289,Kamis,1,9,2022.0,SD Kota Baru Bekasi Gelar Belajar Daring Sementara Usai Kecelakaan Maut,Bekasi,truk,sedan,
6266269,Kamis,1,9,2022.0,Polisi Pakai 3D Scanner Olah TKP Kecelakaan Truk Trailer Maut di Bekasi,Bekasi,truk,,tewas
6266249,Kamis,1,9,2022.0,Warga Setuju Separator di Jl Margonda Dibongkar: Mobil Sering Nyangkut,Depok,"mobil, motor, bus",angkot,
6266180,Kamis,1,9,2022.0,Guru Minta Gerbang Sekolah TKP Laka Maut Bekasi Dipindah,Jakarta,truk,,tewas
6266116,Kamis,1,9,2022.0,Karangan Bunga Berjejer di TKP Kecelakaan Maut di Bekasi,Bekasi,truk,,tewas
6266029,Kamis,1,9,2022.0,10 Fakta dari Trailer Tabrak Tiang hingga Jatuh Korban Jiwa,Bekasi,"motor, truk","sedan, pikap","tewas, terluka"
6265570,Rabu,31,8,2022.0,"Kecelakaan Truk di Bekasi Diduga karena Ngebut, Ini Aturan Berkendara di Zona Sekolah",Jakarta,"motor, truk",sedan,"tewas, selamat"
6265556,Rabu,31,8,2022.0,"Kecelakaan Truk Maut di Bekasi, Pakar: Enggak Bisa Truk Berhenti Modal Injak Rem Saja",Jakarta,truk,,"tewas, selamat"
6265437,Rabu,31,8,2022.0,"Kecelakaan Truk Maut di Bekasi, Kenapa Sampai Bisa Bikin Roboh Tiang BTS?",Jakarta,"mobil, truk",,"tewas, selamat"
6265312,Rabu,31,8,2022.0,"Tak Kuat Nanjak, Truk Sampah di Bogor Terguling Lalu Timpa 2 Motor",Bogor,"motor, truk",sedan,
6265129,Rabu,31,8,2022.0,Dishub Depok: Separator Margonda Akan Dibongkar Berbarengan Penataan Trotoar,Depok,mobil,,
6265088,Rabu,31,8,2022.0,"Tol Pekanbaru-Dumai Banyak Makan Korban, Ini Imbauan Polisi",Pekanbaru,"mobil, motor",,
6265055,Rabu,31,8,2022.0,Mau ke Dieng Culture Festival 2022? Waspada Tanjakan Ekstrem Ini,Banjarnegara,mobil,,
6264979,Rabu,31,8,2022.0,"Kecelakaan Maut Bekasi, RK Minta Pemilik Truk Selalu Cek Kelayakan Kendaraan",Jakarta,"motor, truk",,"tewas, meninggal"
6264766,Rabu,31,8,2022.0,Pelajaran dari Kecelakaan Truk Maut Bekasi: Kok Bisa Truk Besar Lewat Kawasan Ramai?,Jakarta,"mobil, truk",,"tewas, selamat"
6264694,Rabu,31,8,2022.0,Motor Hancur Tertimpa Tiang BTS di TKP Kecelakaan Truk Maut Bekasi,Jakarta,"motor, truk","sedan, pikap",tewas
6264563,Rabu,31,8,2022.0,"Kecelakaan Maut di Bekasi Tewaskan Anak SD, Ini Batas Kecepatan di Zona Sekolah",Jakarta,truk,,"tewas, selamat"
6264517,Rabu,31,8,2022.0,Tiang BTS Roboh Ditabrak Truk Trailer Maut di Bekasi Mulai Dievakuasi,Jakarta,"motor, truk",,tewas
6264435,Rabu,31,8,2022.0,"Truk Trailer Tabrak Tiang di Bekasi Dievakuasi, Lalin Macet",Jakarta,"mobil, truk",,tewas
6264393,Rabu,31,8,2022.0,"Mobil Kerap Nyangkut Separator Jalan Margonda, Ketua DPRD Minta Dishub Kaji",Depok,"mobil, motor, bus",angkot,
6264391,Rabu,31,8,2022.0,"Urutan Kecelakaan Truk di Bekasi: Tabrak Halte Penuh Anak SD, Lalu Tubruk BTS",Jakarta,"mobil, motor, truk","sedan, pikap",tewas
6264227,Rabu,31,8,2022.0,"Truk Trailer Tabrak Tiang BTS Dekat SD di Bekasi, Ada Korban Tewas",Bekasi,truk,,tewas
6263838,Rabu,31,8,2022.0,Duh! Mitos Nomor Pelat Kendaraan Kecelakaan Dipasang Judi Togel Online,Jakarta,mobil,,
6262720,Selasa,30,8,2022.0,"Sopir Mengantuk, Truk Terguling di Tol Jagorawi Arah Bogor",Jakarta,"mobil, truk",,
6261898,Selasa,30,8,2022.0,"Angkot Tertabrak KRL di Kebon Pedes Bogor Dievakuasi, 2 Jalur KRL Normal",Jakarta,"mobil, kereta",angkot,selamat
6261786,Selasa,30,8,2022.0,"Diduga Korban Tabrakan, Jasad Penjual Bakso Ditemukan di Selokan",Sukabumi,motor,sedan,tewas
6261763,Selasa,30,8,2022.0,"Diduga Rem Blong, Trailer Gasak 3 Truk di Jalur Lingkar Salatiga",Salatiga,truk,sedan,tewas
6261738,Selasa,30,8,2022.0,"Angkot Tertabrak KRL di Kebon Pedes Bogor, Sopir Selamat",Bogor,"mobil, kereta",angkot,selamat
6261366,Senin,29,8,2022.0,"Ada Mobil Terbalik di Tengah Jalan, Lalin Tol Jagorawi Arah Bogor Macet",Jakarta,"mobil, truk, bus",minibus,tewas
6261285,Senin,29,8,2022.0,"Ngerem Mendadak, Truk Bermuatan Besi Kecelakaan hingga Ringsek",Jakarta,"mobil, motor, truk",,"tewas, selamat"
6260283,Senin,29,8,2022.0,"76 Kecelakaan Selama Agustus di Gresik, 16 Korban Tewas",Gresik,"motor, truk",,tewas
6259991,Senin,29,8,2022.0,"Fortuner Terbalik di Tol Pekanbaru-Dumai, Begini Kondisi Para Korban",Pekanbaru,"mobil, motor, bus",,
6259722,Senin,29,8,2022.0,"Ada Pengalihan Lalin, Km 44 Tol Jatiasih Arah Bekasi Macet",Jakarta,truk,,
6259461,Senin,29,8,2022.0,"Tabrakan Beruntun 3 Mobil di Minahasa Selatan, 1 Penumpang Patah Tulang",Minahasa Selatan,mobil,,tewas
6259436,Minggu,28,8,2022.0,"Tabrakan KRL vs Mobil di Tanah Abang, Pengendara Selamat",Jakarta,"mobil, bus, kereta","minibus, sedan","tewas, selamat"
6258309,Minggu,28,8,2022.0,Kecelakaan Libatkan 2 Mobil di Tol Jagorawi Arah Ciawi,Jakarta,"mobil, truk",,tewas
6258241,Minggu,28,8,2022.0,Truk Pengangkut Roti Terbakar di Tengah Suramadu Diduga karena Korlseting,Bangkalan,"mobil, truk",sedan,selamat
6258238,Minggu,28,8,2022.0,Truk Terbakar di Tengah Suramadu Sempat Timbulkan Antrean Kendaraan,Bangkalan,"mobil, motor, truk",sedan,
6258107,Sabtu,27,8,2022.0,8 Fakta Pemobil Keplak Sopir TransJakarta Berujung Diamankan Polisi,Jakarta,"mobil, bus",sedan,
6257632,Sabtu,27,8,2022.0,Sopir Pikap Penyebab Kecelakaan Beruntun Citayam Diduga Idap Epilepsi,Jakarta,"mobil, motor, truk","pikap, angkot",tewas
6257594,Sabtu,27,8,2022.0,Pemotor di Cikarang Tewas Terlindas Saat Hendak Salip Truk,Jakarta,"motor, truk","pikap, tronton",tewas
6257571,Sabtu,27,8,2022.0,"Akhir Pekan, Tol Dalam Kota dan Jagorawi Macet di Sejumlah Titik",Jakarta,"mobil, motor, truk",pikap,tewas
6257537,Sabtu,27,8,2022.0,Sopir Pikap di Kecelakaan Beruntun Citayam Tewaskan 1 Pemotor Diperiksa,Depok,"mobil, motor","pikap, angkot",tewas
6257533,Sabtu,27,8,2022.0,"Kecelakaan Beruntun di Citayam, Pemotor Tewas Ditabrak Mobil Pikap",Jakarta,"mobil, motor, truk","pikap, angkot",tewas
6257345,Sabtu,27,8,2022.0,Laka Maut Tol Pemalang-Batang Renggut Nyawa Eks Wamen PUPR Ayah Emil Dardak,Solo,"mobil, truk",,selamat
6257331,Sabtu,27,8,2022.0,"Kecelakaan Beruntun di Jalan Raya Citayam, Saksi Lihat Ada Korban Tewas",Depok,"mobil, motor, truk, bus","sedan, pikap, angkot","tewas, terluka"
6257126,Sabtu,27,8,2022.0,"Road Safety Campaign di UGM, Mahfud Md: Laka Lebih Mematikan dari COVID-19",Sleman,motor,,selamat
6256935,Sabtu,27,8,2022.0,PDIP Dukung TransJ Polisikan Pemobil yang Keplak Kepala Sopir Bus,Jakarta,"mobil, bus",,cedera
6256836,Sabtu,27,8,2022.0,Razia Lalin di Jombang Bikin Semringah Pengguna Jalan,Jombang,motor,,selamat
6256738,Jumat,26,8,2022.0,Penelusuran Polisi soal Pelat 'F' Mobil Pengemudi Keplak Sopir TransJ,Bogor,"mobil, bus",,
6256615,Jumat,26,8,2022.0,Arahan Pemprov DKI Usai Geger Sopir TransJ Dikeplak Pemobil,Jakarta,"mobil, bus",,
6256517,Jumat,26,8,2022.0,"Fortuner Ringsek Tabrak Pohon di Kediri, Dua Penumpangnya Tewas",Kediri,"mobil, motor, truk, bus",sedan,tewas
6256436,Jumat,26,8,2022.0,Pemobil Keplak Pengemudi TransJ di Ciputat Dilaporkan ke Polisi,Jakarta,"mobil, bus",,
6254979,Jumat,26,8,2022.0,Geger Pemotor Tumbang gegara Speed Bump 'Dicat Zebra Cross' di Sunter,Jakarta,motor,,
6254946,Jumat,26,8,2022.0,Gerindra Sentil Tugas Dishub dan Bina Marga soal Speed Bump di Sunter,Jakarta,motor,,
6254795,Jumat,26,8,2022.0,"Sedan Porsche Terbakar Usai Tabrak Truk di Tol Jagorawi Arah Bogor, Lalin Macet",Bogor,"mobil, truk",sedan,
6254500,Kamis,25,8,2022.0,Polisi Akui Speed Bump Sunter Malah Ganggu Lalin: Ketinggian,Jakarta,motor,,
6254380,Kamis,25,8,2022.0,"Pengakuan Sopir Truk Tabrak Kafe di Mojokerto, Oleng Usai Hindari Dump Truk",Mojokerto,"mobil, truk","sedan, pikap",
6253983,Kamis,25,8,2022.0,Sopir Mobil Tabrak Alfamart di Gianyar Tak Bisa Diproses Hukum,Gianyar,mobil,sedan,
6254077,Kamis,25,8,2022.0,"Truk Muat Ayam Tabrak Kafe-Terguling di Mojokerto, Sopir-Penumpang Terluka",Mojokerto,"mobil, truk","sedan, pikap","tewas, selamat"
6253973,Kamis,25,8,2022.0,Kasus Mobil Masuk Alfamart di Gianyar Berakhir Damai,Gianyar,mobil,,
6252310,Rabu,24,8,2022.0,Polisi di Luwu Lakukan Penyekatan Lalu Lintas Hewan Ternak Cegah PMK,Luwu,mobil,,
6252302,Rabu,24,8,2022.0,"Gagal Nyalip, Minibus Angkutan Buruh Pabrik Terguling di Boyolali",Boyolali,"mobil, bus",minibus,tewas
6252129,Rabu,24,8,2022.0,"Ambulans Terguling di Poros Enrekang-Toraja, Sopir Dilarikan ke RS",Enrekang,mobil,,
6251696,Rabu,24,8,2022.0,Menjajal Jalur Ekstrim Cikidang Sukabumi,Sukabumi,"mobil, truk, bus",,
6251088,Rabu,24,8,2022.0,"Pajak Progresif dan BBN Kendaraan Bekas Diusulkan Dihapus, Berapa Tarifnya?",Jakarta,motor,,
6250212,Selasa,23,8,2022.0,Detik-detik Kecelakaan Truk TNI Angkut Prajurit Hendak Tugas ke Papua,Surabaya,"motor, truk, bus",sedan,
6250150,Selasa,23,8,2022.0,TNI AD Jelaskan soal Truk TNI Seruduk Bus Pemda Blitar di Exit Tol Warugunung,Jakarta,"truk, bus",sedan,terluka
6250025,Selasa,23,8,2022.0,"8 Bulan, 76 Orang Meninggal dalam Kecelakaan di Tulungagung",Tulungagung,"mobil, motor",,tewas
6248998,Selasa,23,8,2022.0,Kejanggalan-Keanehan Mayat Wanita Ditemukan Duduk di Melaya,Jembrana,motor,sedan,
6248678,Selasa,23,8,2022.0,Pajak Progresif dan Bea Balik Nama Kendaraan Bekas Diusulkan Dihapus,Jakarta,motor,,
6248494,Senin,22,8,2022.0,Polisi Usut Siswa SD Tewas Ditabrak 'Mobil Setan' di Sukabumi,Jakarta,mobil,"pikap, angkot",tewas
6248072,Senin,22,8,2022.0,"Usut Laka Mobil Setan Tewaskan Bocah SD, Polisi Periksa 3 Saksi",Sukabumi,mobil,"sedan, angkot",tewas
6247858,Senin,22,8,2022.0,"Kecelakaan Motor dan Truk di Depok, 1 Orang Tewas",Depok,"mobil, motor, truk",,
6246897,Senin,22,8,2022.0,Duh Bahaya Banget! Sopir Colt Ngitung Uang Sambil Nyetir Berujung Celaka,Sukabumi,"mobil, motor, truk, bus",,"tewas, selamat"
6246525,Minggu,21,8,2022.0,Sopir Mobil Setan Tewaskan Bocah SD di Sukabumi Diamankan!,Sukabumi,mobil,pikap,tewas
6245955,Minggu,21,8,2022.0,"Hadiri Pemakaman di TMP Kalibata, AHY Sebut Hermanto Dardak Sosok Inspiratif",Jakarta,"mobil, truk",,tewas
6245941,Minggu,21,8,2022.0,Polisi Belum Tetapkan Tersangka Mobil Setan Tewaskan Siswa di Sukabumi,Sukabumi,mobil,"sedan, pikap",tewas
6245867,Minggu,21,8,2022.0,Kenangan Emil dan Arumi soal Sosok Almarhum Hermanto Dardak,Jakarta,"mobil, truk",,tewas
6245660,Minggu,21,8,2022.0,Duka Emil Dardak dan Arumi Bachsin Terkait Meninggalnya Hermanto Dardak,Jakarta,"mobil, truk",sedan,
6245549,Minggu,21,8,2022.0,"Tragis! 2 Kecelakaan Maut dalam Sehari di Turki, 32 Orang Tewas",Bali,"mobil, truk, bus",,tewas
6245332,Minggu,21,8,2022.0,Kecelakaan Maut Tewaskan Hermanto Dardak di Tol Pemalang-Batang,Solo,"mobil, truk",sedan,
6245532,Minggu,21,8,2022.0,32 Orang Tewas dalam Dua Kecelakaan Lalu Lintas di Turki,Istanbul,"truk, bus",,"tewas, terluka"
6245437,Sabtu,20,8,2022.0,SBY Kenang Jasa-jasa Hermanto Dardak di Kabinet Indonesia Bersatu II,Jakarta,truk,,
6245334,Sabtu,20,8,2022.0,Belajar dari Kecelakaan Mobil Ayah Emil Dardak,Bali,"mobil, truk, bus","minibus, sedan",tewas
6245331,Sabtu,20,8,2022.0,"Mobil Setan Hantam Pikap di Sukabumi, Satu Orang Tewas",Sukabumi,mobil,"sedan, pikap",
6245293,Sabtu,20,8,2022.0,SBY dan Boediono Melayat ke Rumah Duka Hermanto Dardak,Jakarta,"mobil, truk",sedan,tewas
6245260,Sabtu,20,8,2022.0,"Kecelakaan 4 Kendaraan di Tol Tangerang-Merak, 7 Orang Luka",Serang,"truk, bus",sedan,
6245074,Sabtu,20,8,2022.0,Airlangga Kenang Hermanto Dardak Sebagai Sosok yang Kekeluargaan,Jakarta,"mobil, truk",,tewas
6244993,Sabtu,20,8,2022.0,Pelajaran dari Kecelakaan Kijang Innova Ayah Emil Dardak yang Tabrak Truk,Jakarta,"truk, bus","minibus, sedan",
6244905,Sabtu,20,8,2022.0,Pengelola Tol Jelaskan Peristiwa Kecelakaan Mobil Hermanto Dardak Vs Truk,Jakarta,"mobil, truk, bus","minibus, sedan",selamat
6244853,Sabtu,20,8,2022.0,"Mobil Ayah Emil Dardak Tabrak Truk, Pengelola Tol: Korban 2 Orang",Batang,"mobil, truk, bus","minibus, sedan",selamat
6244806,Sabtu,20,8,2022.0,"Jenazah Hermanto Dardak Sudah di Rumah Duka, Pelayat Terus Berdatangan",Jakarta,"mobil, truk",,tewas
6244774,Sabtu,20,8,2022.0,Hermanto Dardak Akan Dimakamkan di TMP Kalibata Besok Pagi,Jakarta,truk,sedan,
6244728,Sabtu,20,8,2022.0,Polisi Tangkap Pelaku Balap Mobil Liar Flyover Purwosari Solo,Solo,"mobil, motor, truk",,
6244725,Sabtu,20,8,2022.0,SBY Bakal Melayat Ke Rumah Duka Ayah Emil Dardak,Jakarta,"mobil, truk",,tewas
6244704,Sabtu,20,8,2022.0,AHY dan Anies Melayat ke Rumah Duka Ayah Emil Dardak,Jakarta,"mobil, truk",,
6244665,Sabtu,20,8,2022.0,Sopir Truk Cerita Detik-detik Mobil Hermanto Dardak Tabrak dari Belakang,Jakarta,"mobil, truk",sedan,
6244589,Sabtu,20,8,2022.0,Kesaksian Sopir Truk yang Ditabrak Mobil Ayah Emil Dardak di Tol,Batang,"mobil, truk",sedan,tewas
6244579,Sabtu,20,8,2022.0,Almarhum Hermanto Dardak Dikenal Intelektual,Surabaya,truk,,
6244566,Sabtu,20,8,2022.0,"AHY Berbelasungkawa Ayah Emil Dardak Meninggal, Akan Melayat ke Rumah Duka",Jakarta,"mobil, truk",,
6244555,Sabtu,20,8,2022.0,Polisi Ragukan Dalih Pemerkosa Korban Kecelakaan di Tulungagung,Tulungagung,"motor, truk, bus",sedan,meninggal
6244425,Sabtu,20,8,2022.0,"Sosok Hermanto Dardak, Ayah Wagub Jatim yang Kecelakaan di Tol",Bali,"mobil, truk, bus",,
6244424,Sabtu,20,8,2022.0,Polisi: Mobil yang Ditumpangi Hermanto Dardak Melaju 100 Km/Jam,Jakarta,"mobil, truk",,
6244423,Sabtu,20,8,2022.0,"Kenang Hermanto Dardak, Bupati: Sosok Guru dan Putra Terbaik Trenggalek",Trenggalek,"motor, bus",,selamat
6244415,Sabtu,20,8,2022.0,"Ayah Emil Dardak Kecelakaan di Tol, Mobil Ringsek Akibat Tabrak Truk",Jakarta,"mobil, truk",,
6244390,Sabtu,20,8,2022.0,Detik-detik Mobil Ditumpangi Ayah Emil Dardak Tabrak Truk di Tol Pemalang,Jakarta,"mobil, truk",,
6244382,Sabtu,20,8,2022.0,Penampakan Mobil Ayah Wagub Emil Dardak yang Ringsek Usai Tabrak Truk,Surabaya,mobil,sedan,tewas
6244377,Sabtu,20,8,2022.0,"Ayah Emil Dardak Meninggal Kecelakaan di Tol, Mobil Rusak Berat Tabrak Truk",Pemalang,"mobil, truk",,tewas
6244366,Sabtu,20,8,2022.0,"Ayah Emil Dardak Meninggal Kecelakaan di Tol, Sopir Diduga Mengantuk",Jakarta,"mobil, truk",sedan,
6244360,Sabtu,20,8,2022.0,"Ringsek Berat, Ini Penampakan Mobil yang Ditumpangi Ayah Emil Dardak",Jakarta,"mobil, truk",,tewas
6244354,Sabtu,20,8,2022.0,"Ayah Emil Dardak Meninggal Kecelakaan di Tol, Mobilnya Ringsek Tabrak Truk",Pemalang,"mobil, truk",,tewas
6244312,Sabtu,20,8,2022.0,Emil Dardak Kenang Almarhum Ayahanda: I'm So Proud to Have You,Jakarta,mobil,,
6244125,Sabtu,20,8,2022.0,"Pasutri Kendarai Minibus Ditabrak Pikap di Luwu, Istri Tewas",Luwu,mobil,pikap,tewas
6243754,Jumat,19,8,2022.0,Durjana Pria Perkosa Wanita Pendarahan Otak-Patah Leher hingga Meninggal,Surabaya,"motor, truk",sedan,meninggal
6242934,Jumat,19,8,2022.0,Emak-emak Pegowes Ketabrak Motor Saat Menyeberang Jalan Wates,Kulon Progo,motor,,cedera
6242625,Jumat,19,8,2022.0,Korban Kecelakaan yang Diperkosa-Meninggal Alami Pendarahan Otak-Patah Leher,Surabaya,"motor, truk",sedan,
6241957,Kamis,18,8,2022.0,Jasa Raharja Jamin Seluruh Korban Kecelakaan Fuso di Cianjur,Jakarta,"mobil, motor, truk",,
6241893,Kamis,18,8,2022.0,Jasa Raharja Beri Santunan ke Ahli Waris Korban Laka Maut di Cianjur,Jakarta,"mobil, motor, truk, kereta",,selamat
6241867,Kamis,18,8,2022.0,"Rem Blong, Truk Tangki Seruduk Mobil dan Pembatas Jembatan di Tangerang",Tangerang,"mobil, truk",sedan,tewas
6241574,Kamis,18,8,2022.0,"Brukkk!! Mobil Seruduk Warung Bakso di Bogor, Nenek dan Cucunya Terluka",Bogor,"mobil, truk",sedan,"tewas, selamat"
6241559,Kamis,18,8,2022.0,Saat Pria Tulungagung Perkosa Korban Kecelakaan Berdalih Tak Kuasa Tahan Birahi,Surabaya,"motor, truk",sedan,"cedera, meninggal"
6241164,Kamis,18,8,2022.0,Terungkap Motif Pemerkosa Wanita di Tulungagung Usai Kecelakaan-Meninggal,Tulungagung,truk,sedan,meninggal
6241081,Kamis,18,8,2022.0,"Viral Pemotor Terkapar Usai Ditabrak Mobil di Jaksel, Begini Kejadiannya",Jakarta,"mobil, motor, truk",,"tewas, meninggal"
6240830,Kamis,18,8,2022.0,Biadab! Pria Tulungagung Perkosa Korban Kecelakaan hingga Tewas,Solo,"motor, truk, bus",sedan,
6240619,Kamis,18,8,2022.0,"Lawan Arus-Tabrak Sejumlah Pengendara, Pemobil di Makassar Dihajar Massa",Makassar,"mobil, motor, bus",minibus,
6240437,Kamis,18,8,2022.0,"Bejat! Korban Kecelakaan Diperkosa Pria Jatim, Berujung Meninggal",Tulungagung,"motor, truk",sedan,
6240414,Kamis,18,8,2022.0,Sederet Aksi Bejat Pria Tulungagung Perkosa Wanita Usai Kecelakaan-Meninggal,Surabaya,"motor, truk, bus",sedan,
6240164,Kamis,18,8,2022.0,Aksi Bejat Pria Tulungagung Perkosa Wanita Usai Kecelakaan hingga Meninggal,Tulungagung,"motor, truk, bus",sedan,meninggal
6239980,Rabu,17,8,2022.0,"Wanita Tulungagung Meninggal-Diperkosa Usai Kecelakaan, ADB Jadi Tersangka",Tulungagung,"motor, truk",,meninggal
6239524,Rabu,17,8,2022.0,Sistem Transportasi KTT G20 Bali akan Didukung Teknologi ADAS dan DSM,Jakarta,mobil,sedan,selamat
6239938,Rabu,17,8,2022.0,"Truk Mundur Tabrak Motor di Cilegon karena Gagal Nanjak, 2 Orang Tewas",Cilegon,"mobil, motor, truk",sedan,tewas
6239699,Rabu,17,8,2022.0,Ini Penyebab Wanita Tulungagung Meninggal-Diperkosa Usai Kecelakaan,Tulungagung,"motor, truk",sedan,meninggal
6239175,Rabu,17,8,2022.0,"Pentingnya Dashcam di Interior, Bisa Pantau Perilaku Pengemudi Mobil",Jakarta,"mobil, bus",,
6239242,Rabu,17,8,2022.0,"Wanita Tulungagung Meninggal Diperkosa Usai Kecelakaan, Pelaku Sempat Mabuk",Tulungagung,motor,sedan,
6238910,Rabu,17,8,2022.0,"Jangan Sampai Ditagih Pajaknya, Laporkan Kendaraan Rusak Akibat Kecelakaan",Jakarta,"mobil, motor",,
6238700,Rabu,17,8,2022.0,"Wanita Tulungagung Diperkosa Usai Kecelakaan, Tak Lama Kemudian Meninggal",Tulungagung,"motor, truk, bus",sedan,
6238268,Selasa,16,8,2022.0,"Polda Riau Luncurkan Si Talam Manis, Ada 6 Fitur Layanan Masyarakat",Pekanbaru,mobil,,selamat
6238239,Selasa,16,8,2022.0,"Pikap Terguling di Tol Km 30+500 Arah Bandara Soetta, Lalin Tersendat",Jakarta,mobil,pikap,
6237498,Selasa,16,8,2022.0,Pemotor di Bekasi Tewas Usai Adu Banteng dengan Truk,Bekasi,"motor, truk",,tewas
6237379,Selasa,16,8,2022.0,Jasa Raharja Ungkap Cara Kemendagri Permudah Registrasi Pajak Kendaraan,Jakarta,motor,,
6237204,Selasa,16,8,2022.0,"Truk Terguling di Jalan Nasional Jombang, Ratusan Ayam Potong Tumpah ke Jalan",Jombang,truk,kontainer,tewas
6236980,Selasa,16,8,2022.0,Kecelakaan di Tol Jagorawi Tewaskan 3 Orang Diduga karena Sopir Ngantuk,Jakarta,"mobil, truk",sedan,tewas
6236932,Selasa,16,8,2022.0,"Mobil Tabrak Truk Tangki di Tol Jagorawi, 3 Orang Tewas",Jakarta,"mobil, truk","sedan, pikap",tewas
6235515,Senin,15,8,2022.0,Proses Hukum Pemotor yang Tabrak-Tewaskan Pejalan Kaki di Tabanan Didiversi,Tabanan,"mobil, motor",sedan,"tewas, meninggal"
6235281,Senin,15,8,2022.0,Detik-detik Kecelakaan Maut di Jalur Tengkorak Cianjur Tewaskan 6 Orang,Cianjur,"mobil, motor, truk, bus",minibus,"tewas, selamat"
6235159,Senin,15,8,2022.0,Sejarah Kelam Gekbrong: Jalur Tengkorak di Cianjur,Sukabumi,"mobil, truk",sedan,"tewas, selamat"
6234057,Senin,15,8,2022.0,Intip Aksi Polisi Subang Sambut HUT Kemerdekaan RI,Subang,motor,,
6234587,Minggu,14,8,2022.0,Data Korban Tewas dan Luka Kecelakaan Maut di 'Jalur Tengkorak' Cianjur,Sukabumi,"mobil, motor, truk",,tewas
6234138,Minggu,14,8,2022.0,"Tertabrak Motor, Pejalan Kaki di Tabanan Meninggal",Tabanan,"mobil, motor",sedan,
6233981,Minggu,14,8,2022.0,Viral! Pemotor Terobos Perlintasan KA Nyaris Tabrak Relawan Edan Sepur,Bandung,"motor, kereta",,selamat
6233941,Minggu,14,8,2022.0,Pemotor Nyelonong Saat Lampu Merah Tewaskan Pengendara Lain di Magetan,Magetan,"mobil, motor, truk",sedan,"tewas, selamat"
6233735,Minggu,14,8,2022.0,"Diduga Hilang Kendali, Pemotor Tewas Usai Tabrak Angkot di Jaksel",Jakarta,"mobil, motor","sedan, angkot",tewas
6233209,Sabtu,13,8,2022.0,"Sambut HUT RI, 300 Rider-Difabel di Lombok Konvoi ke Senggigi",Lombok Barat,"motor, bus",,
6232773,Sabtu,13,8,2022.0,"Jarak Pandang Terbatas, Mobil Ertiga Vs Motor Nmax Tabrakan di Marga",Tabanan,"mobil, motor",sedan,selamat
6232509,Sabtu,13,8,2022.0,Polisi Ungkap Kronologi Kecelakaan Mercy Vs BMW dan Avanza di Flyover Tebet,Jakarta,mobil,sedan,
6231816,Jumat,12,8,2022.0,Viral Emak-emak di Samarinda Buka Jalan Ambulans yang Bawa Pasien,Samarinda,mobil,sedan,
6231942,Jumat,12,8,2022.0,"BMW Vs Mercy Kebut-kebutan, Picu Kecelakaan di Tebet!",Jakarta,"mobil, motor",taksi,
6231794,Jumat,12,8,2022.0,"Sopir Ngantuk, Mobil Seruduk Gerbang Tol Pondok Ranji Tangsel",Tangerang Selatan,"mobil, motor, truk",sedan,tewas
6231310,Jumat,12,8,2022.0,Wanita Pejalan Kaki Tewas Tertabrak Motor di Semarang,Semarang,"mobil, motor, bus",sedan,"tewas, cedera"
