id,hari,tanggal,bulan,tahun,judul,kota,deteksi_kendaraan,model_kendaraan,kondisi
6485831,Rabu,28,12,2022.0,Lansia Penjual Tisu Tewas Tertabrak Moge di Jakarta Pusat,Jakarta,motor,sedan,tewas
6485777,Rabu,28,12,2022.0,Kisah Kelam 4 Pegawai BATAN di Balik Monumen Kijang Kulon Progo,Kulon Progo,"mobil, truk","sedan, tronton",selamat
6485730,Rabu,28,12,2022.0,Ngeri! Ratusan Mobil Tabrakan Beruntun di China gegara Kabut,Jakarta,"mobil, truk, bus, kereta",sedan,"tewas, selamat"
6485673,Rabu,28,12,2022.0,Kronologi Pengemudi Harley Tabrak Nenek Penjual Tisu hingga Tewas di Menteng,Jakarta,"motor, truk",sedan,tewas
6485617,Rabu,28,12,2022.0,"Truk Sampah Tabrak Pemotor di Jaksel hingga Tewas, DLH DKI Buka Suara",Jakarta,"motor, truk",,tewas
6485370,Rabu,28,12,2022.0,Pemotor di Jaksel Tewas Usai Ditabrak Truk Sampah DLH DKI,Jakarta,"mobil, motor, truk","sedan, pikap",tewas
6485142,Rabu,28,12,2022.0,Waspada! Sejumlah Ruas Jalan di Bandung Berlubang,Bandung,motor,,
6484978,Rabu,28,12,2022.0,"Ngebut, Pelajar di Ruteng Tewas Tabrak Bemo Parkir",Manggarai,motor,sedan,tewas
6484867,Rabu,28,12,2022.0,Pemkab Klaten Keluarkan Aturan Larang Siswa SMP Naik Motor ke Sekolah,Klaten,motor,,
6484618,Selasa,27,12,2022.0,Korban Tewas Tabrakan Maut di Pancasari Buleleng Bertambah Jadi 3 Orang,Buleleng,"truk, bus",minibus,"tewas, selamat"
6484534,Selasa,27,12,2022.0,Melihat Nike Ardilla Dalam Balutan Kenangan,Bandung,mobil,jeep,
6484517,Selasa,27,12,2022.0,"Sehari Jelang Tanggal Ulang Tahunnya, Pemotor Tewas Kecelakaan di Depok",Depok,"motor, truk",,tewas
6484195,Selasa,27,12,2022.0,Kecelakaan Beruntun di Tol Cikampek Libatkan Mobil Kementerian dan Patwal,Bekasi,"mobil, motor, bus","sedan, pikap",
6484194,Selasa,27,12,2022.0,"Tabrakan Maut Minibus vs Truk di Pancasari Buleleng, 1 Tewas di Tempat",Buleleng,"motor, truk, bus","minibus, pikap","tewas, selamat"
6483762,Selasa,27,12,2022.0,"Subsidi Mobil Listrik Tak Selesaikan Masalah, Macet Malah Bisa Makin Parah",Jakarta,"mobil, motor, bus",sedan,
6483732,Selasa,27,12,2022.0,"Protes Jalan Rusak, Mahasiswa Bawa Keranda di Asahan: Sudah Banyak Korban!",Asahan,truk,,
6483405,Selasa,27,12,2022.0,"Sopir Ngantuk, Pikap Ringsek Hantam Truk di Hutan Cekik",Jembrana,"mobil, motor, truk",pikap,tewas
6482615,Senin,26,12,2022.0,Akhir Damai Truk Timpa Mobil Brigjen TNI tapi Pemilik Beri Ganti Rugi,Jakarta,"mobil, truk",,
6482193,Senin,26,12,2022.0,Brakk! Dua Motor Adu Jangkrik di Jalur Maut Denpasar-Gilimanuk,Jembrana,"mobil, motor",,"tewas, selamat"
6482138,Senin,26,12,2022.0,"Alphard Ringsek Kecelakaan di Tol Jagorawi, Arus Lalin Macet",Jakarta,"mobil, truk",,
6481712,Senin,26,12,2022.0,"Kasus Berakhir Damai, Pemilik Truk Ganti Kerusakan Mobil Brigjen Airlangga",Jakarta,"mobil, truk",,
6481385,Senin,26,12,2022.0,"Ada Truk Patah As Roda, Tol Cipularang Arah Bandung Macet",Bandung,"mobil, truk",,
6480890,Senin,26,12,2022.0,"Polemik Pelat RFS Cs: Arogansi, Strobo, hingga Tot Tot Wiuwiuw di Jalan",Jakarta,"mobil, motor",sedan,selamat
6480559,Minggu,25,12,2022.0,"Jalur Wisata SSB Boyolali Padat, Polisi Siagakan Tim Ganjal Kendaraan",Boyolali,"mobil, truk",,
6480437,Minggu,25,12,2022.0,"Sama-sama Haram Pakai Rotator-Sirine, Ini Beda Pelat RF Pejabat dan Warga Sipil",Jakarta,"mobil, motor",sedan,
6480358,Minggu,25,12,2022.0,"Dua Bus Pariwisata Adu Banteng di Probolinggo, 7 Penumpang Luka",Probolinggo,"motor, truk, bus",sedan,tewas
6479751,Minggu,25,12,2022.0,3 Fakta Sopir Truk Kaget Dengar Sirene hingga Timpa Mobil Jenderal TNI,Depok,"mobil, truk",,
6479683,Minggu,25,12,2022.0,"Badai Musim Dingin di Amerika Serikat, 15 Orang Tewas",Washington,"mobil, bus",,tewas
6479420,Sabtu,24,12,2022.0,"Mobil Terbalik di Tol Dalkot Arah Grogol, Lalu Lintas Sempat Macet",Jakarta,mobil,,
6478887,Sabtu,24,12,2022.0,"Pecah Ban, 2 Minibus Tabrakan di Ruas Tol Pekanbaru-Bangkinang",Pekanbaru,"mobil, truk, bus",minibus,selamat
6478817,Sabtu,24,12,2022.0,Samsat Hari Sabtu Melayani atau Tidak Ya? Pak Mantan Menteri Agama Kecele Nih,Jakarta,motor,,
6478666,Sabtu,24,12,2022.0,Kecelakaan Truk Pasir Timpa Mobil TNI di Cibubur: Kronologi dan Penyebab,Jakarta,"mobil, truk",,
6478605,Sabtu,24,12,2022.0,"Minibus Vs Truk di Cirebon, Satu Orang Tewas!",Cirebon,"truk, bus",minibus,
6478590,Sabtu,24,12,2022.0,"Sempat Ditutup Imbas Kecelakaan, Lalin di Tol Layang MBZ Kembali Normal",Jakarta,mobil,,
6478524,Sabtu,24,12,2022.0,"Tol Layang MBZ Macet Imbas Kecelakaan Beruntun, Polisi Terapkan Contraflow",Jakarta,mobil,,
6478414,Sabtu,24,12,2022.0,Kecelakaan Beruntun Libatkan 3 Mobil di Jalan Layang MBZ Arah Cikampek,Jakarta,"mobil, truk",,
6478302,Jumat,23,12,2022.0,5 Fakta Truk Pasir Terguling Timpa Mobil Dinas TNI di Transyogi,Depok,"mobil, truk",,
6478251,Jumat,23,12,2022.0,"Perayaan Nataru di Mojokerto, Konvoi Dilarang-Tetap Patuhi Prokes",Mojokerto,mobil,sedan,
6478055,Jumat,23,12,2022.0,"BMW Terbakar di Tol Jagorawi Arah Bogor, Tidak Ada Korban",Jakarta,mobil,sedan,
6478030,Jumat,23,12,2022.0,Waspada! Sederet Titik Rawan Macet-Kecelakaan di Jatim Selama Libur Nataru,Surabaya,bus,,
6477890,Jumat,23,12,2022.0,"Mobil Terbakar di Tol Jagorawi Arah Cibubur, Lalin Macet",Bogor,mobil,sedan,
6477694,Jumat,23,12,2022.0,Hal yang Harus Diwaspadai Saat Lewat 3 Jalur Tengkorak Menuju Kawah Ijen,Banyuwangi,motor,,
6477280,Jumat,23,12,2022.0,Belajar dari Kecelakaan Truk Pasir Terguling Timpa Mobil Pajero Sport di Cibubur,Jakarta,"mobil, motor, truk",,selamat
6477058,Jumat,23,12,2022.0,Polisi: Tak Ada Korban Akibat Truk Timpa Mobil Dinas TNI di Cibubur,Depok,"mobil, truk",,
6477035,Jumat,23,12,2022.0,Kronologi Truk Muatan Pasir Terguling Timpa Mobil Dinas TNI di Cibubur,Depok,"mobil, truk",,
6476991,Jumat,23,12,2022.0,Ini Penyebab Truk Pasir Terguling Timpa Mobil Dinas TNI di Cibubur,Depok,"mobil, truk, bus",minibus,"tewas, selamat"
6476910,Jumat,23,12,2022.0,Pajero Tertimpa Truk Muatan Pasir di Transyogi Cibubur Mobil Dinas TNI,Depok,"mobil, truk, bus","minibus, sedan","tewas, selamat"
6476671,Jumat,23,12,2022.0,Truk Muatan Pasir Terguling di Jalan Alternatif Cibubur Timpa Pajero,Jakarta,"mobil, truk, bus",minibus,"tewas, selamat"
6476466,Jumat,23,12,2022.0,"Truk Muatan Pasir Terguling di Jalan Transyogi Arah Cibubur, Lalin Tersendat",Jakarta,truk,pikap,
6475267,Jumat,23,12,2022.0,Liburan ke Tasik dan Wilayah Priangan Timur? Waspadai Jalur Ini Lur,Tasikmalaya,truk,,
6476284,Kamis,22,12,2022.0,"Amankan Nataru, Polisi di Lamongan Gunakan Panic Button",Lamongan,mobil,,
6476221,Kamis,22,12,2022.0,Waspada Titik Rawan Kecelakaan Jalur Wisata Gunung Bromo saat Nataru,Probolinggo,motor,jeep,selamat
6475745,Kamis,22,12,2022.0,"Mobil Tabrak Pembatas Jalur Sepeda di Jl Sudirman Jakarta, Lalin Macet",Jakarta,mobil,,
6475189,Kamis,22,12,2022.0,"Pemotor Ditemukan Tewas di Pantura Rembang, Ada Luka Sayatan di Leher",Rembang,"motor, truk",,tewas
6474541,Kamis,22,12,2022.0,Apa Itu SWDKLLJ? Wajib Dibayar Tiap Daftar dan Perpanjangan STNK,Jakarta,"mobil, motor, truk, bus","kontainer, sedan, jeep",
6473951,Kamis,22,12,2022.0,Jalan Nasional Pantura di Karawang Membahayakan!,Bandung,"mobil, motor",,
6474379,Rabu,21,12,2022.0,"Adu Banteng Bus Vs Truk Tronton di Pantura Kudus, 1 Luka",Kudus,"mobil, truk, bus","sedan, tronton",
6474372,Rabu,21,12,2022.0,"Laka Truk Vs Mobil Robohkan Bangjo Krapyak Semarang, Lalin Macet 2 Km",Semarang,"mobil, truk",sedan,
6474135,Rabu,21,12,2022.0,"Gagal Menyalip, Ibu dan Anak Tewas Tertabrak Truk di Pasuruan",Pasuruan,"motor, truk, bus","sedan, tronton",tewas
6473869,Rabu,21,12,2022.0,"Truk Muat Elpiji Terguling di Tol Dupak-Perak, Lalin Macet Hampir 2 Km",Surabaya,truk,kontainer,
6472956,Rabu,21,12,2022.0,"Kecelakaan Dump Truck Vs Motor di Tomang Jakbar, 1 Orang Tewas",Jakarta,"mobil, motor",sedan,tewas
6472743,Rabu,21,12,2022.0,Kecelakaan Mobil Vs Bentor Terjadi di Jalan Samas Bantul,Solo,"mobil, motor",,
6472006,Selasa,20,12,2022.0,"Pemotor Bonceng 3 Tabrak Mobil di Cilandak Jaksel, 1 Orang Tewas",Jakarta,"mobil, motor",sedan,selamat
6471139,Selasa,20,12,2022.0,Pemotor di Bogor Tewas Diseduruk Angkot yang Tertabrak Minibus,Bogor,"mobil, motor, truk, bus","minibus, sedan, angkot",tewas
6471091,Selasa,20,12,2022.0,Nahas! Kakek Pesepeda Tewas Tertimpa Truk di Jalan Daendels Kulon Progo,Kulon Progo,truk,sedan,"tewas, cedera, selamat"
6470928,Selasa,20,12,2022.0,"Diseruduk Truk, Halte Seberang RSUD Tugu Semarang Rusak Parah",Semarang,"mobil, motor, truk, bus",tronton,tewas
6470596,Senin,19,12,2022.0,2 Orang Tewas-4 Luka Berat dalam Kecelakaan Minibus di Tol Rangkasbitung,Lebak,"truk, bus, kereta",minibus,tewas
6470174,Senin,19,12,2022.0,"Atasi Truk ODOL, Pemerintah Harus Berani Lawan Pengusaha Ngeyel",Jakarta,truk,,
6470083,Senin,19,12,2022.0,"Libur Sekolah dan Nataru, Lalu Lintas di Jalanan Bali Mulai Padat",Badung,"mobil, bus",,
6469886,Senin,19,12,2022.0,Polisi Amankan Sopir Bus Rombongan Unri yang Terbalik di Sumbar,Padang,"motor, bus",,tewas
6469864,Senin,19,12,2022.0,Beruntun! Matic Seruduk Motor Bebek Berakhir Ditabrak Mobil di Ciamis,Ciamis,"mobil, motor",sedan,
6469840,Senin,19,12,2022.0,"Polri Setop Tilang Manual, Kepercayaan Publik Naik?",Jakarta,"mobil, truk",,
6469618,Senin,19,12,2022.0,Jokowi Harus Ikut Turun Tangan Atasi Truk ODOL,Jakarta,truk,,selamat
6469500,Senin,19,12,2022.0,Kecelakaan Alphard di Tol Boyolali Tewaskan Bos Cor Logam Klaten,Solo,"mobil, truk",sedan,"tewas, selamat"
6469031,Senin,19,12,2022.0,"Motor Roda Tiga Adu Banteng dengan Grand di Malang, Satu Orang Tewas",Malang,"mobil, motor, kereta",sedan,tewas
6468900,Senin,19,12,2022.0,"Truk Tabrak Pembatas Jalan di Tol Jagorawi, Kernet Dilarikan ke RS",Jakarta,truk,sedan,
6468537,Minggu,18,12,2022.0,"Seruduk Truk Tronton di Blora, Pria Hendak Selawatan Tewas di Atas Motor",Blora,"mobil, motor, truk, bus","sedan, tronton","tewas, selamat"
6468411,Minggu,18,12,2022.0,"Oleng saat Berkendara, Pemotor Tewas Terlindas Bus TransJakarta di Jakbar",Jakarta,"mobil, motor, bus",,tewas
6468391,Minggu,18,12,2022.0,"Bus Tabrak Mobil di Jalan Lingkar Timur Kudus, Begini Awal Mulanya",Kudus,"mobil, bus",sedan,
6468191,Minggu,18,12,2022.0,Pakar Sebut Perlu Instruksi Presiden Atasi ODOL,Surabaya,truk,,selamat
6467595,Minggu,18,12,2022.0,Truk Terguling Melintang di Flyover Ciputat Sempat Bikin Macet Parah,Tangerang Selatan,truk,pikap,
6466816,Sabtu,17,12,2022.0,Pengamat Desak Zero Odol 2023 Harus Diterapkan Setelah Ditunda Sekian Lama,Surabaya,truk,,
6466440,Sabtu,17,12,2022.0,Hati-hati! Jalan Pantura Pati Tergenang Banjir Setinggi 30 Sentimeter,Pati,"mobil, motor",,
6466329,Sabtu,17,12,2022.0,2 Korban Kecelakaan Pikap Nyebur Sawah di Jembrana Meninggal Dunia,Jembrana,"mobil, motor",pikap,
6466315,Sabtu,17,12,2022.0,Tragis! Pemotor di Kuta Tewas Ditabrak Pikap,Badung,"mobil, motor","sedan, pikap, taksi","tewas, cedera"
6465234,Jumat,16,12,2022.0,"Hilang Kendali, Mobil Boks Terguling di Flyover Karet",Jakarta,mobil,,
6464948,Jumat,16,12,2022.0,"Zero ODOL Akan Diterapkan 2023, Dishub Jatim Masih Tunggu Arahan Kemenhub",Surabaya,"mobil, truk, bus",sedan,
6464503,Jumat,16,12,2022.0,"Jalan Licin, Pikap Angkut Buruh Terjun ke Sawah di Jembrana",Jembrana,"mobil, motor",pikap,selamat
6463176,Kamis,15,12,2022.0,"Bus Pariwisata Tabrak 3 Rumah di Padang Panjang, 4 Orang Luka",Padang,"motor, truk, bus",sedan,selamat
6462120,Kamis,15,12,2022.0,Pemasangan Kamera Tilang Elektronik di 2 Titik Kota Pasuruan Segera Tuntas,Kota Pasuruan,"mobil, motor",sedan,tewas
6461610,Rabu,14,12,2022.0,Jabar Hari Ini: Bandung Sedang Tak Baik hingga Relawan Harap RK Nyapres,Bandung,"motor, truk","sedan, taksi",
6461935,Rabu,14,12,2022.0,"Konvoi Tahun Baru di Jatim Dilarang, Jika Bandel Akan Ditindak Tim Khusus",Surabaya,truk,,
6461377,Rabu,14,12,2022.0,Pilu Korban Laka To Cipali: Rusuk Patah Malah Diminta Pindah Bus,Cirebon,"mobil, motor, bus, kereta",sedan,tewas
6461414,Rabu,14,12,2022.0,Truk Kontainer Muatan Tripleks Terguling di Jalan Jambu-Semarang,Semarang,truk,"kontainer, sedan",
6461328,Rabu,14,12,2022.0,"Kecelakaan di Banyuwangi Meningkat, 238 Orang Tewas Selama 2022",Banyuwangi,"motor, bus, kereta",sedan,"tewas, selamat"
6461156,Rabu,14,12,2022.0,"Bahu Jembatan Pamuruyan Ambles, Kendaraan Berat Diminta Tak Melintas",Sukabumi,truk,,
6461032,Rabu,14,12,2022.0,Bocah di Sukabumi Tewas Terlindas Kala Iseng Hadang Truk,Sukabumi,"mobil, truk",pikap,tewas
6460711,Rabu,14,12,2022.0,"Mobil Ringsek Usai Tabrak Pikap Parkir di Ciamis, 4 Orang Luka",Ciamis,mobil,"sedan, pikap",tewas
6460574,Rabu,14,12,2022.0,"Kakak-Adik Kecelakaan di Cipularang, Satu Orang Tewas Terjepit",Purwakarta,"truk, bus",,"tewas, selamat"
6459594,Selasa,13,12,2022.0,Alasan Korlantas Usul Swasta Terapkan WFH Saat Libur Natal-Tahun Baru,Jakarta,"mobil, truk, bus",,selamat
6459516,Selasa,13,12,2022.0,"Siap Keliling Pantau Pengendara Nakal, Begini Cara Kerja ETLE Mobile",Jakarta,mobil,,selamat
6459168,Selasa,13,12,2022.0,27 Ribu Lokasi Atensi Pengamanan Polri saat Libur Natal dan Tahun Baru,Jakarta,"truk, bus",,selamat
6458710,Selasa,13,12,2022.0,"Polda Metro Luncurkan 11 e-TLE Mobile, Jamin Penindakan Tak Pandang Bulu",Jakarta,mobil,,
6458546,Selasa,13,12,2022.0,Tol Dalam Kota Jakarta Arah Slipi Macet di Semanggi,Jakarta,mobil,,tewas
6458408,Selasa,13,12,2022.0,"4 Hari Padam, Traffic Light Jalan Veteran Karangasem Tak Kunjung Diperbaiki",Karangasem,"motor, truk",,
6458428,Selasa,13,12,2022.0,Sopir Pikap Ngantuk Hantam Angkot di Sukabumi hingga Ringsek,Sukabumi,mobil,"sedan, pikap, angkot",
6458128,Selasa,13,12,2022.0,Detik-detik Fans Argentina di Sulut Tewas Kecelakaan Usai Nobar Piala Dunia,Bitung,motor,,tewas
6457928,Senin,12,12,2022.0,"Ditabrak Lari, Abang Gorengan di Tangsel Tak Ingin Perpanjang Kasus",Jakarta,motor,sedan,
6457439,Senin,12,12,2022.0,"Makin Canggih, Mobil Honda Bakal Dilengkapi Fitur Honda Sensing Terbaru",Jakarta,"mobil, motor",,selamat
6457478,Senin,12,12,2022.0,"Protes Jalan Rusak, Warga-Sopir Angkot Demo di Sukabumi",Sukabumi,bus,angkot,
6456904,Senin,12,12,2022.0,"Korban Tabrak Lari di Tangsel, Pedagang Gorengan Tersiram Minyak Panas",Tangerang Selatan,motor,sedan,tewas
6456659,Senin,12,12,2022.0,"Tilang Manual Masih Perlu Buat Empat Pelanggaran Ini, tapi..",Jakarta,motor,,selamat
6456513,Senin,12,12,2022.0,"Truk Nyangkut Pembatas di Depok Belum Dievakuasi Sejak Subuh, Ini Sebabnya",Depok,"mobil, motor, truk, kereta",kontainer,"tewas, selamat"
6456374,Senin,12,12,2022.0,"Truk Nyangkut Pembatas di Jalan Raya Bogor, Lalin Arah Jakarta Macet",Depok,"mobil, truk, bus",minibus,"tewas, selamat"
6456351,Senin,12,12,2022.0,"Mengerikan, Fans Argentina di Sulut Tewas Kecelakaan Usai Nobar Piala Dunia",Bitung,motor,,tewas
6456059,Senin,12,12,2022.0,"Balap Liar di Kota Malang Marak Lagi, Ini Solusi Polisi",Surabaya,motor,,
6454860,Minggu,11,12,2022.0,Upaya Pusdik Lantas Polri Ubah Kultur dan Lepas Stigma Polantas,Jakarta,mobil,sedan,
6453510,Sabtu,10,12,2022.0,Pemotor Tewas Tabrak Pohon Perindang di Jalan Trenggana Denpasar,Denpasar,"mobil, motor",,tewas
6452019,Jumat,9,12,2022.0,"Sepanjang 2022, Terjadi 187 Kecelakaan di Pekanbaru, 57 Meninggal",Pekanbaru,"mobil, motor, truk",sedan,"tewas, selamat"
6451841,Jumat,9,12,2022.0,"Kecelakaan, Mobil Ringsek hingga Lawan Arah di KM 14 Tol JORR Arah Soetta",Jakarta,"mobil, truk, bus",,
6451671,Jumat,9,12,2022.0,Truk Tabrak Pembatas dan Rambu hingga Jalur Tol Tangerang Tertutup,Tangerang,"mobil, truk",sedan,
6451181,Jumat,9,12,2022.0,"Truk Muatan Hebel Terguling di Tol Japek Arah Cikampek, Lalin Macet",Jakarta,truk,,
6451042,Kamis,8,12,2022.0,"Kecelakaan Lalu Lintas di Bali Tinggi, 9 Orang Meninggal Selama 2 Pekan",Denpasar,truk,sedan,
6450894,Kamis,8,12,2022.0,"Terlibat Kecelakaan, Mobil dan Motor Tercebur di Kali Cengkareng Jakbar",Jakarta,"mobil, motor, bus","minibus, sedan",
6450105,Kamis,8,12,2022.0,"Pasca Bom di Bandung, Penjagaan Mako-Kawasan Wisata Kuta Utara Dipertebal",Badung,truk,,
6449653,Kamis,8,12,2022.0,"Truk Mundur Saat Parkir Tewaskan Balita di Bekasi, Sopir Diperiksa Polisi",Bekasi,"truk, bus","kontainer, sedan",tewas
6449166,Kamis,8,12,2022.0,Korban Tewas Truk Mundur di Bekasi Adalah Balita Berusia 3 Tahun,Bekasi,"motor, truk, kereta","kontainer, sedan",tewas
6449074,Kamis,8,12,2022.0,Korban Tewas Kecelakaan di Surabaya Meningkat Meski ETLE Bekerja Maksimal,Surabaya,"mobil, motor",,tewas
6449008,Rabu,7,12,2022.0,"Detik-detik Ngeri Truk Mundur Tewaskan 1 Orang di Bekasi, Warga Histeris",Bekasi,truk,"kontainer, sedan",tewas
6448992,Rabu,7,12,2022.0,"Truk Mundur Seruduk Gerobak Pedagang di Bekasi, 1 Orang Tewas",Bekasi,truk,"kontainer, sedan",tewas
6448976,Rabu,7,12,2022.0,Ngeri! Truk Parkir Tiba-tiba Mundur lalu Tabrak Gerobak Dagangan di Bekasi,Bekasi,"mobil, motor, truk",sedan,"tewas, terluka"
6448179,Rabu,7,12,2022.0,"Gagal Menyalip, Pengendara Motor Tewas Tertabrak Truk di Bogor",Bogor,"mobil, motor, truk",tronton,"tewas, terluka"
6448120,Rabu,7,12,2022.0,"Mobil Boks Kecelakaan di Km 22 Tol Dalam Kota, Sopir dan Kernet Terluka",Jakarta,mobil,,tewas
6447075,Rabu,7,12,2022.0,"Daftar Pelanggaran yang Diincar Tilang Elektronik Mobile, Mulai Hari Ini!",Jakarta,"mobil, motor",,selamat
6446662,Rabu,7,12,2022.0,Truk Ekspedisi Terbalik di Jalan Poros Wajo gegara Sopir Mengantuk,Wajo,"mobil, truk, bus",sedan,
6446220,Selasa,6,12,2022.0,Jabar Hari Ini: Kala Pengangkut Bantuan Korban Gempa Cianjur Kecelakaan,Bandung,"mobil, truk",,
6446225,Selasa,6,12,2022.0,"Masih Banyak Truk Gagal Nanjak, Begini Cara Mengatasinya",Jakarta,"motor, truk, bus",sedan,
6445463,Selasa,6,12,2022.0,"Sejarah Tol Cipali, Infrastruktur Jalan Paling Mematikan di Dunia",Bandung,"mobil, bus",,
6445745,Selasa,6,12,2022.0,Truk Pengangkut Bantuan untuk Korban Gempa Cianjur Terguling di KBB,Bandung Barat,"mobil, truk",sedan,
6445742,Selasa,6,12,2022.0,Saran Wagub Jabar soal Polemik Relokasi SD Pocin 1 Depok,Bandung,"mobil, truk",,selamat
6445521,Selasa,6,12,2022.0,"Mobil Terguling di Tanjung Duren Jakbar, Oli Sempat Tercecer di Jalan",Jakarta,"mobil, bus",minibus,
6445199,Selasa,6,12,2022.0,Lubang Mirip Sumur di Jl Sholis Bogor Selesai Diperbaiki,Kota Bogor,"motor, truk",,
6445053,Selasa,6,12,2022.0,Polisi Ungkap Kerawanan Kecelakaan di Jalur Bus Masuk Jurang Magetan,Magetan,bus,,"tewas, selamat"
6445037,Selasa,6,12,2022.0,"Pesepeda Ngeyel Lewat Jalan Raya, Langsung Ditegur Polisi",Jakarta,motor,sedan,selamat
6444950,Selasa,6,12,2022.0,"Mobil Boks Terjun ke Jurang di Garut, 3 Orang Tewas!",Garut,mobil,,tewas
6444428,Senin,5,12,2022.0,Polisi: Korban Tewas Tertabrak Mobil di Kramat Jati Purnawirawan TNI,Jakarta,"mobil, motor",,tewas
6444090,Senin,5,12,2022.0,Polisi Amankan Sopir Mobil yang Tabrak Anggota TNI hingga Tewas di Jaktim,Jakarta,"mobil, motor",,tewas
6443376,Senin,5,12,2022.0,Kecelakaan di Cipali Paling Tinggi Sedunia,Jakarta,"mobil, truk, bus","minibus, sedan","tewas, terluka, selamat"
6443966,Senin,5,12,2022.0,"Terobos Perlintasan di Mangga Dua Jakpus, Pemotor Tewas Tertabrak KRL",Jakarta,"motor, kereta",,tewas
6442970,Senin,5,12,2022.0,Melakukan Pelanggaran Ini? Jangan Kaget kalau Kena Tilang Manual,Jakarta,motor,,
6441085,Sabtu,3,12,2022.0,Ini Rekayasa Lalin Imbas Jalan Lintas Bogor-Sukabumi Terancam Amblas,Bogor,truk,sedan,
6440518,Sabtu,3,12,2022.0,3 Hal Ini Bikin Kecelakaan Lalu Lintas,Jakarta,"truk, bus",,selamat
6440631,Sabtu,3,12,2022.0,9 Kamera Tilang Elektronik Segera Dioperasikan di Jembrana,Jembrana,"mobil, motor",,
6440521,Sabtu,3,12,2022.0,Subuh Kelam DJ Surabaya Tewas di Tangan Geng Motor Brutal,Surabaya,"mobil, motor, kereta",taksi,
6440266,Sabtu,3,12,2022.0,Ini Pelanggaran yang Bakal Kena Tilang Manual,Jakarta,"motor, truk",,
6439450,Jumat,2,12,2022.0,Jabar Hari Ini: Heboh Tenda Sakinah Cianjur hingga Wanita Disiram Air Keras,Bandung,"mobil, bus",minibus,"tewas, terluka"
6439846,Jumat,2,12,2022.0,"Diduga Salah Injak Gas, Mobil Gasak Truk hingga Terguling di Ceper Klaten",Klaten,"mobil, motor, truk, bus","minibus, sedan",tewas
6439741,Jumat,2,12,2022.0,"Mobil Angkut Ayam Tabrak Truk di Kampar, 3 Orang Tewas di Tempat!",Pekanbaru,"mobil, truk",tronton,tewas
6438857,Jumat,2,12,2022.0,"Terobos Razia di Jembatan Timbang Mojokerto, Truk Muat Jagung Terguling",Mojokerto,"motor, truk, bus",sedan,tewas
6438660,Jumat,2,12,2022.0,"1 Orang Tewas Usai Honda Jazz Tabrak Pohon di Surabaya, Sopir Diduga Mabuk",Surabaya,"mobil, truk, bus",sedan,tewas
6438510,Jumat,2,12,2022.0,"2 Bus dan 1 Mobil Kecelakaan di Tol Cipali Km 147, Ada Korban",Jakarta,"mobil, bus",minibus,tewas
6438487,Jumat,2,12,2022.0,2 Pelajar Tewas Ditabrak saat Nongkrong di Flyover SKA Pekanbaru,Pekanbaru,"mobil, motor, truk",sedan,tewas
6438455,Jumat,2,12,2022.0,Kritik Pedas untuk Rambu Lalu Lintas Nyeleneh 'Rossi Pernah Jatuh di Sini',Jakarta,"truk, bus",,selamat
6438326,Jumat,2,12,2022.0,"Mobil Tertimpa Bus di Tol Cipali Km 147, Korban Tergeletak di Jalan",Majalengka,"mobil, bus",minibus,
6438073,Kamis,1,12,2022.0,"Truk Senggol Pemotor di Bogor, Sopir Diduga Tak Konsentrasi",Jakarta,"motor, truk",,
6437188,Kamis,1,12,2022.0,"Waspada, Banyak Lubang 'Maut' di Jalur Denpasar-Gilimanuk",Jembrana,motor,,tewas
6436980,Kamis,1,12,2022.0,2 Pemotor di Palangkaraya Tewas Tabrak Pohon Tumbang,Palangkaraya,motor,sedan,tewas
6436844,Kamis,1,12,2022.0,Bocah 8 Tahun Tewas Terlindas Truk di Puncak Bogor,Bogor,"motor, truk",sedan,tewas
6436771,Kamis,1,12,2022.0,"Ngeri! Ada Jalanan Rusak Diaspal Mulus, tapi Malah Bikin Celaka Banyak Pengendara",Jakarta,"motor, bus",,selamat
6436052,Rabu,30,11,2022.0,Bocah Sukabumi Tewas Usai Jatuh dari Sepeda Motor,Sukabumi,"motor, truk",angkot,"tewas, selamat"
6435798,Rabu,30,11,2022.0,Korlantas Polri Sosialisasikan Alat Tes Alkohol & Narkoba,Jakarta,motor,sedan,
6435694,Rabu,30,11,2022.0,"Tesla Model Y Maut Mendadak 'Ngebut' Terjadi Lagi, 2 Orang Meninggal Dunia",Jakarta,"mobil, motor",sedan,tewas
6435395,Rabu,30,11,2022.0,Truk Tronton Tabrak 3 Rumah di Tepi Jalur Pantura Rembang,Rembang ,"truk, bus",tronton,tewas
6435277,Rabu,30,11,2022.0,Bus Terabas Lampu Merah Tabrak Truk hingga Terguling di Mojokerto,Mojokerto,"mobil, motor, truk, bus",sedan,tewas
6435202,Rabu,30,11,2022.0,Pemotor Jatuh dari Flyover Jembatan Goyang Ancol: Kronologi dan Penyebab,Jakarta,motor,,"tewas, selamat"
6435060,Rabu,30,11,2022.0,"KNKT Minta Pemda Siapkan Forgiving Road Pasca Laka Maut Bukit Bego, Apa Itu?",Sleman,"mobil, truk, bus",,"tewas, selamat"
6434965,Rabu,30,11,2022.0,"Hasil Investigasi Kecelakaan Maut Bus di Bantul: Rem Blong, Bodi Bus Keropos",Jakarta,"mobil, truk, bus",,selamat
