@relation Data_Gempa_fix

@attribute tweet_id numeric
@attribute user_id numeric
@attribute user_friends numeric
@attribute user_follower numeric
@attribute 'user_statuses count' numeric
@attribute tweet_type {original,retweet,reply,quote}

@data
1600741099374796800,72413165,499,447,23347,original
1600741102138425340,245145133,322,286,140785,retweet
1600741109423955970,237657762,502,247,4376,original
1600741113924493310,1562302214634602500,134,61,1840,retweet
1600741120514084860,1590562009393029120,13,0,77,reply
1600741121646202880,1512751608727179260,5,1,9,retweet
1600741139052920830,1588058906991136770,145,10,141,retweet
1600741157428133890,1137746910360481790,1126,1073,7676,retweet
1600741158619336700,1596444306331807740,177,167,1111,reply
1600741160343187460,3199689400,921,515,121641,retweet
1600741171424546820,837773436,2199,424,30106,quote
1600741175748882430,717179785,41,0,1065,retweet
1600741189627805700,727800844792406020,1241,1538,37564,quote
1600741192135716860,1518501525936480260,924,516,2489,reply
1600741216249077760,1371621327853920260,15,0,4,retweet
1600741234297176060,219867622,4109,2658,990702,retweet
1600741239632302080,1104398813844758530,2043,14788,126766,retweet
1600741240022085630,77405562,306,210,3706,original
1600741245550497790,1566721503278014460,2,4,242,quote
1600741248780099580,1080291613115506690,1058,82,3670,retweet
1600741258498281470,1539279426076430340,36,18,81,original
1600741262826835970,1381642298262315010,241,762,7004,reply
1600741267713183740,1080291613115506690,1058,82,3670,retweet
1600741272976621570,1567781246381735940,3,0,1,retweet
1600741275434905600,1207879484298407940,211,655,81535,retweet
1600741280740675580,717179785,41,0,1065,retweet
1600741286268796930,1080291613115506690,1058,82,3670,retweet
1600741295856975870,1600711214555795460,6,1,4,retweet
1600741300784885760,127531036,141,796,102716,retweet
1600741301355311100,1407539468966367230,847,334,15510,retweet
1600741306296602620,80323736,2839,5403862,44363,original
1600741316190949380,1080291613115506690,1058,82,3670,retweet
1600741317763821570,1378281238369169410,126,5,1645,retweet
1600741318883676160,1314109193566134270,101,5,331,reply
1600741373862285310,1462334512487038980,299,286,931,retweet
1600741379818541060,1566759732009783300,7,3,254,quote
1600741380485107710,1407539468966367230,847,334,15510,retweet
1600741390949920770,1530400042674434050,64,17,611,reply
1600741397044563970,110712631,772,2813,171431,retweet
1600741416032161790,1069205006958583810,691,68,1700,retweet
1600741428875124740,868641626708520960,171,183,37665,retweet
1600741429407776770,97369067,1108,706,47180,retweet
1600741431177785340,1595777149084262400,151,9,934,retweet
1600741442363674620,1600501127749029890,20,7,13,retweet
1600741443525832700,1517801677775986690,216,1803,345,original
1600741444079472640,1069205006958583810,691,68,1700,retweet
1600741462534389760,790753213477552130,0,0,17,original
1600741475666362370,1550782582316339200,811,711,4546,retweet
1600741484982341630,110153506,404,1032,60013,retweet
1600741490136821760,1243873147905912830,4312,4940,25840,retweet
1600741494226563070,41440461,3104,487,108047,retweet
1600741507736084480,1426966530,170,254,13841,retweet
1600741527307063300,1087178419945656320,2620,1131,39695,retweet
1600741528254656510,1566718065407995900,8,2,244,quote
1600741533594324990,910150232,469,726,7335,retweet
1600741542213259260,1390156637642530820,176,21,9356,retweet
1600741552342863870,1334113465607208960,10,15,1345,retweet
1600741552757755900,128787154,863,1461,83345,retweet
1600741554833874940,1415340763886489600,159,68,950,reply
1600741560182001660,3251386291,194,51,1538,retweet
1600741569279447040,3193742610,571,289,52728,retweet
1600741573267857410,1520368350345703420,1470,69,12406,original
1600741577017593860,790539133999382530,0,0,17,original
1600741580264337410,1564646499648057340,152,233,205,retweet
1600741582734381060,1579277531077017600,6,2,6,retweet
1600741598391808000,261181677,120,56,458,retweet
1600741614187868160,996685538810720260,157,95,25603,retweet
1600741627236339710,2921098381,1630,1411,167823,retweet
1600741642138288130,2276880895,331,147764,1084805,original
1600741658189914110,1550782582316339200,811,711,4546,retweet
1600741669770792960,379090233,902,95,20066,retweet
1600741688326356990,1572269074402652160,52,32,2960,retweet
1600741715929104380,717179785,41,0,1065,retweet
1600741721259679740,1582929693539332100,8,5,229,quote
1600741768999235580,790846148990775300,0,0,17,original
1600741770110808060,70968076,384,57,7520,reply
1600741771620720640,471836812,126,125,3852,retweet
1600741775135514620,1571163747540172800,377,28,931,original
1600741790373801980,624230148,419,385,35684,retweet
1600741792210571260,2524482720,123,4302,4179,retweet
1600741814189035520,164600377,1327,741,22126,retweet
1600741815321100290,2276880895,331,147764,1084805,original
1600741818496618500,270810149,36,237,1678,original
1600741837907857410,902837643024539650,43,42904,356097,retweet
1600741843984998400,240151877,795,657,22763,original
1600741849366671360,1409104130891608060,51,1,6,reply
1600741861693722620,22113951,623,2070,57690,retweet
1600741862486159360,2276880895,331,147764,1084805,reply
1600741866936610820,761809154,346,122,12994,retweet
1600741867448315900,589997125,155,9344,131511,retweet
1600741871453544450,869153466,99,25,126,retweet
1600741873672298500,1483031842672754690,239,6908,943,retweet
1600741878173138940,1582933654099005440,2,2,217,quote
1600741880609660930,1148118870802096130,488,220,10673,original
1600741883625746430,1118029512099258370,552,722,79943,retweet
1600741896560971780,1238917292441792510,74,39,4566,original
1600741909198082050,57325830,47,96,6576,retweet
1600741918337400830,1301040327466254340,479,431,1947,reply
1600741922838319100,3068901620,28,12707,12679,original
1600741928588709890,972154281821270020,782,171,29226,retweet
1600741934993399810,1940078508,313,593,6295,reply
1600741937136697340,22113951,623,2070,57690,retweet
1600741967557951490,1539431269146464260,36,18,81,original
1600741968052527100,124171593,520,1409555,870970,original
1600741971701944320,299457934,389,203,13154,retweet
1600741976499843070,635221728,228,174,12793,retweet
1600741976986783740,1559572562912301060,994,733,2217,retweet
1600741980421529600,1594197464630054910,4,0,8,original
1600741989133082620,1372586367117455360,218,1221,297,original
1600741994804154370,704317219,44,1,897,retweet
1600741999442743300,1417794013,185,412,5808,retweet
1600742000956874750,1427639414793113600,8,2,17,reply
1600742001900916740,43638942,399,506,15671,retweet
1600742008192401410,1393900579408076800,76,3,21168,original
1600742011329744900,1393900579408076800,76,3,21168,reply
1600742019822800900,1587714709112819710,33,0,29,retweet
1600742020301361150,717179785,41,0,1065,retweet
1600742024118173700,1582936965976317950,2,4,220,quote
1600742029180694530,18071520,163,1281532,818198,original
1600742032221548540,108542643,309,741,14804,original
1600742035321163780,1559572562912301060,994,733,2217,retweet
1600742035748970500,1576920129656434690,77,5,3372,retweet
1600742039099822080,1532716717923008510,18,73,261,retweet
1600742042815979520,1599398479344062460,1,0,1,retweet
1600742045554946050,2276880895,331,147764,1084805,reply
1600742054136786940,1542343822575009790,17,78,201,retweet
1600742055298314240,2175078690,880,350,7039,retweet
1600742058162954240,89070106,866,2322,98552,retweet
1600742063565176830,2276880895,331,147764,1084805,original
1600742067180736510,1102819833404547070,608,615,21235,reply
1600742075217367040,1542367919975563260,30,89,99,retweet
1600742080220868610,293507096,728,1370,118791,original
1600742088802709500,1542367948253167620,24,72,95,retweet
1600742100106366980,704317219,44,1,897,retweet
1600742103445041150,222384836,1260,1608,49596,retweet
1600742107060514820,1324957871444951040,152,62,1555,retweet
1600742109551665150,2449645080,4,43229,421692,original
1600742123678355460,3672722779,2693,1878,65516,reply
1600742141139247100,1545567530978545660,63,6,877,retweet
1600742141948747780,3672722779,2693,1878,65516,reply
1600742143966187520,1324957871444951040,152,62,1555,retweet
1600742152153112580,789410782572183550,0,0,17,original
1600742154477133820,1539433201017319420,37,18,81,original
1600742154745577470,1195496966576197630,252,299,22035,retweet
1600742158876966910,2397427002,54,374,55478,retweet
1600742160747618300,1396348775287779330,4291,4139,16278,original
1600742167701778430,1114187972742508540,3744,4551,19329,original
1600742190967554050,1433450149389291520,721,575,4540,retweet
1600742206134177790,1433450149389291520,721,575,4540,retweet
1600742214355025920,47596019,677,4485061,1665996,original
1600742225297608700,1584098020253085700,8,0,168,quote
1600742261478019070,1316436368986316800,613,316,3818,original
1600742273507299330,1540226886067834880,121,95,154,original
1600742274505539580,2226188232,1099,1034,168483,retweet
1600742286455115780,1119535353465937920,136,287,32913,retweet
1600742289114292220,1555395199198568450,65,43,52,original
1600742291148136450,1335846513960861700,380,29,98884,retweet
1600742294394585090,982494446871707650,3682,3510,18613,original
1600742303261659140,1555395199198568450,65,43,52,retweet
1600742313805824000,972023011799789570,40,1,7811,retweet
1600742330252029950,914211170,234,281,8212,quote
1600742334052069380,2276880895,331,147764,1084805,reply
1600742341316268030,1057997031833141250,2531,2063,10558,reply
1600742341353930750,1584099773761527810,5,1,174,quote
1600742354989637630,234367184,821,207,11490,retweet
1600742355145228290,1448325725119868930,103,33,1564,retweet
1600742356684132350,195331501,247,750,132591,retweet
1600742359704408060,1539440223532511230,36,18,78,original
1600742376217403390,1542501776481349630,74,55,27,original
1600742386635722750,226065632,112,520,17749,reply
1600742395909324800,1197733144595550210,652,537,5385,retweet
1600742411915124740,931835519352291330,4973,5041,76762,retweet
1600742433083756540,1407536521784152060,768,1439,28634,reply
1600742476972974080,4848118486,254,57,3110,retweet
1600742478654898180,1166124847,70,105,22598,original
1600742478981701630,234367184,821,207,11490,retweet
1600742484191375360,339539506,1521,1033,41034,retweet
1600742489769447420,1584101847593193470,5,0,172,quote
1600742492420251650,1560960807264956420,25,25,148,original
1600742510954827780,216928164,186,1234,28152,retweet
1600742515900289020,71436318,542,4773314,645839,original
1600742516705218560,554958569,3620,4358,34431,retweet
1600742519704543230,58880688,26,464756,482390,original
1600742528520966140,58880688,26,464756,482390,original
1600742533273104380,1462996110172045310,33,4,387,original
1600742537014431740,837773436,2199,424,30106,retweet
1600742548183842820,1209638707973607420,1838,1733,20016,original
1600742549576376320,194524688,667,1165,111008,retweet
1600742565363740670,837773436,2199,424,30106,retweet
1600742579179356160,1220171308912140290,107,118,11910,retweet
1600742579997638660,704317219,44,1,897,retweet
1600742581524369410,1509193032402599940,2,0,1,reply
1600742610775441410,1248366425627963390,200,19,9805,retweet
1600742618102927360,1584375218096975870,7,0,162,quote
1600742619755077630,1573152585783005180,22,2,27,retweet
1600742634900795390,3177238722,216,290,2404,retweet
1600742636998242300,1308706916885905410,94,78,3069,retweet
1600742638285918210,339539506,1521,1033,41034,retweet
1600742644174716930,837773436,2199,424,30106,retweet
1600742646515142660,1117152505777938430,2762,2916,4996,original
1600742647664349180,2527595600,1625,1617,16812,reply
1600742647710199810,1286911788349415420,379,118,9720,retweet
1600742656145231870,1303989807417188350,2042,311,18835,retweet
1600742656170405890,837773436,2199,424,30106,retweet
1600742671265730560,3143156665,213,26,334,original
1600742678441840640,1598479218928545790,56,0,2,retweet
1600742686251634690,739826119,1196,1198,42832,retweet
1600742686881107970,1446810567188967420,52,15,3185,original
1600742700873306110,1286993226788814850,114,94,248,retweet
1600742703192768510,631564876,465,375,38098,quote
1600742703641550850,1316436368986316800,613,316,3818,reply
1600742704866295810,1600557264846340100,6,0,3,retweet
1600742710536994820,704317219,44,1,897,retweet
1600742714899066880,1539441919235100670,32,15,76,original
1600742720670081020,3303234782,755,47,121877,retweet
1600742722197147650,2276880895,331,147764,1084805,original
1600742723916472320,1365599502510395390,499,5050,5573,original
1600742737157857280,1418465388015226880,1251,192,41036,retweet
1600742739254996990,1266447850164023300,134,19,4787,retweet
1600742742337892350,635221728,228,174,12793,quote
1600742761409675260,766675035041824770,0,0,17,original
1600742765847277570,1219453523856781310,1984,4329,18230,retweet
1600742787645050880,1259643509318881280,31,3,986,reply
1600742793479344130,232390238,41,617,305779,retweet
1600742798130483200,1514684180088569860,2215,2053,9560,reply
1600742801301327870,1584377290875543550,7,1,153,quote
1600742815763308540,609115713,126,408,7495,retweet
1600742817298776060,1454608993456775170,2214,4537,74542,retweet
1600742836269641730,884952657311309820,4921,3680,70083,retweet
1600742837569880060,1590193908608249860,25,21,1007,retweet
1600742837611507710,1596165058366963710,248,28,1456,reply
1600742841646338050,1038060147744989180,2016,631,13762,retweet
1600742854275387390,1327889365360472060,14128,15651,38203,retweet
1600742864509894660,1524552908532232190,8988,8186,5125,retweet
1600742870738120700,1327889365360472060,14128,15651,38203,retweet
1600742872248029180,1222002251666903040,235,29,4007,retweet
1600742885196173310,704317219,44,1,897,retweet
1600742886878109700,1454608993456775170,2214,4537,74542,retweet
1600742890350600190,1570065312917393410,20,0,18,retweet
1600742893542686720,1142137706840875010,61,836,38176,original
1600742899431661570,763846072783351810,0,0,20,original
1600742900626694140,1407539468966367230,847,334,15510,retweet
1600742905945419780,995332160918732800,567,190,30954,retweet
1600742907228483580,1584380212912848900,5,3,158,quote
1600742935728779260,2191962343,5002,3083,489456,retweet
1600742964569210880,1130540064025468930,1394,1589,37237,original
1600742973922508800,1592256768817627140,0,0,12,original
1600743015123152900,1594174365364428800,4,1,8,original
1600743037638152190,131370752,761,396,25647,retweet
1600743041806966780,117036907,6628,14404,84927,reply
1600743048463282180,1597139664368209920,14,1,8,reply
1600743053135777790,1539443995805306880,33,15,75,original
1600743069124464640,1594203599915343870,6,1,8,original
1600743080025415680,1369380690643611650,27,11,303,retweet
1600743089035177980,131370752,761,396,25647,retweet
1600743090293440510,2849711744,314,132,2448,retweet
1600743092608700420,2276880895,331,147764,1084805,reply
1600743097796677630,2773859315,491,479,3006,retweet
1600743112560689150,47596019,677,4485061,1665996,original
1600743112774598660,234367184,821,207,11490,retweet
1600743117195739140,41730943,3,4646129,1620514,original
